cluster_names	Z7542	Z7546	Z7547	Z7574
Z7542_1033	1	1	1	0
Z7542_1589	1	1	1	1
Z7547_1195	1	1	1	1
Z7542_319	1	1	1	1
Z7542_2210	1	1	1	1
Z7546_1530	1	1	1	1
Z7574_324	1	1	1	1
Z7574_2179	1	1	1	1
Z7546_1114	1	1	1	1
MX1_414	1	1	1	1
B750_715	0	0	0	0
Z7547_157	1	1	1	1
Z7547_909	1	0	1	1
MX1_1140	1	1	1	1
Z7546_2088	1	1	1	1
S11_1430	1	1	1	1
MX1_1591	1	1	1	1
Z7547_1246	1	1	1	1
Z7542_1092	1	1	1	1
Z7546_512	1	1	1	1
Z7542_95	1	1	1	1
Z7546_1289	1	1	1	1
Z7547_1135	1	1	1	1
MX1_1857	0	0	0	0
Z7547_1300	1	1	1	0
Z7542_985	1	1	1	1
Z7542_286	1	1	1	1
Z7542_18	1	1	1	1
Z7574_1396	0	0	0	1
Z7547_472	1	1	1	1
Z7574_1459	1	1	1	1
S11_574	1	1	1	1
Z7542_562	1	1	1	1
Z7574_537	1	1	1	1
Z7542_1048	1	1	1	1
Z7546_581	1	1	1	0
Z7542_950	1	1	1	0
Z7546_2172	1	1	1	0
B749_33	1	1	1	1
Z7546_340	1	1	1	1
Z7547_661	1	1	1	1
Z7574_1360	0	0	0	1
B749_50	1	1	1	1
Z7546_1858	1	1	1	0
Z7546_1302	1	1	1	1
Z7547_804	1	1	1	0
Z7546_1173	1	1	1	1
Z7574_581	0	0	0	1
Z7542_2200	1	1	1	1
Z7546_824	1	1	1	1
Z7574_1829	0	0	0	1
Z7542_1369	1	1	1	1
Z7546_500	1	1	1	1
Z7574_1169	1	1	1	1
S11_1648	1	1	1	1
Z7574_1613	1	1	1	1
Z7574_1227	1	1	1	1
Z7546_1583	1	1	1	1
Z7546_584	1	1	1	0
Z7574_1737	1	1	1	1
Z7546_1974	1	1	1	1
Z7546_2019	1	1	1	1
Z7574_1404	0	0	0	1
Z7574_711	0	0	0	1
Z7546_938	1	1	1	0
Z7547_1360	1	1	1	1
Z7574_641	0	0	0	1
Z7546_1001	1	1	1	1
Z7546_59	1	1	1	1
Z7547_496	1	1	1	1
Z7546_576	1	1	1	0
Z7546_1443	1	1	1	1
Z7542_2229	1	1	1	1
Z7547_1064	1	1	1	1
Z7546_452	1	1	1	1
B749_521	1	1	1	1
MX1_1298	0	0	0	0
Z7542_1735	1	1	1	1
Z7574_1622	1	1	1	1
Z7574_2118	1	1	1	1
MX1_1656	1	1	1	1
Z7547_737	1	1	1	1
Z7574_809	1	1	1	1
Z7542_94	1	1	1	1
B750_1181	1	1	1	1
Z7547_1475	1	1	1	1
B748_766	0	0	0	0
Z7542_1206	1	1	1	1
Z7542_114	1	1	1	1
Z7574_92	0	0	0	1
B749_420	0	0	0	0
Z7542_1558	1	1	1	1
S11_905	1	1	1	1
Z7542_2147	1	1	1	1
Z7542_2139	1	1	1	1
Z7542_799	1	1	1	1
B749_989	0	0	0	0
Z7542_1334	1	1	1	1
BBH18_27	1	1	1	1
Z7547_1550	1	1	1	1
Z7546_78	1	1	1	1
B748_707	1	1	1	1
Z7542_962	1	1	1	0
Z7574_1015	1	1	1	1
Z7547_1029	1	1	1	1
Z7546_446	1	1	1	1
Z7547_790	1	1	1	0
Z7546_971	1	1	1	0
Z7546_2096	1	1	1	1
Z7574_637	0	0	0	1
Z7542_3	1	1	1	1
Z7574_1444	1	1	1	1
Z7546_455	1	1	1	1
Z7547_1747	1	1	1	1
Z7546_972	1	1	1	0
Z7542_1774	1	1	1	1
Z7542_1333	1	1	1	0
Z7547_1992	1	1	1	1
B750_1434	1	1	1	1
Z7542_843	1	1	1	1
Z7547_2199	1	1	1	1
Z7574_1369	0	0	0	1
Z7547_657	1	1	1	1
Z7542_2179	1	1	1	1
Z7574_1651	1	1	1	1
Z7546_297	1	1	1	1
Z7546_1756	1	1	1	1
B748_705	1	1	1	1
Z7546_1035	1	1	1	1
Z7542_1596	1	1	1	1
Z7546_1332	1	1	1	0
Z7547_1238	1	1	1	1
Z7547_280	1	1	1	1
Z7547_1034	1	1	1	1
Z7547_1273	1	1	1	1
Z7547_778	1	1	1	1
Z7574_1132	1	1	1	1
Z7542_101	1	1	1	0
Z7574_808	1	1	1	1
Z7542_1428	1	1	1	1
Z7542_1618	1	1	1	1
Z7542_955	1	1	1	0
Z7574_1221	0	0	0	1
S11_1565	0	0	0	1
Z7542_795	1	1	1	1
Z7574_2248	0	0	0	1
Z7546_1209	1	1	1	0
Z7542_2001	1	1	1	1
Z7546_993	1	1	1	1
Z7542_415	1	1	1	1
MX1_1309	1	1	1	0
MX1_1759	1	1	1	1
Z7542_1931	1	1	1	1
Z7574_1673	1	1	1	1
Z7546_528	1	1	1	1
Z7547_2176	1	1	1	1
Z7574_530	1	1	1	1
Z7542_1557	1	1	1	1
Z7542_585	1	1	1	0
Z7546_1533	1	1	1	1
Z7546_1893	1	1	1	1
Z7542_1395	1	1	1	1
Z7546_17	1	1	1	0
Z7574_722	0	0	0	1
Z7542_1515	1	1	1	1
S11_1476	1	1	1	1
S11_849	1	1	1	1
Z7542_1409	1	1	1	1
Z7542_1099	1	1	1	1
B748_749	0	0	0	0
Z7546_1441	1	1	1	1
B749_460	0	0	0	0
Z7547_396	1	1	1	0
Z7547_188	1	1	1	1
Z7546_828	1	1	1	0
Z7547_1320	1	1	1	1
B748_53	1	1	1	1
Z7547_296	1	0	1	1
Z7542_1913	1	1	1	1
Z7546_396	1	1	1	1
Z7542_1160	1	1	1	1
Z7542_1629	1	1	1	1
Z7542_1606	1	1	1	1
Z7542_942	1	1	1	1
Z7546_1616	1	1	1	1
Z7574_2192	1	1	1	1
S11_933	1	1	1	1
Z7546_425	1	1	1	1
Z7574_835	1	1	1	1
Z7547_1755	1	1	1	0
Z7574_2099	1	1	1	1
Z7547_981	1	1	1	1
Z7574_1489	0	0	0	1
B749_1558	1	1	1	1
B750_193	0	0	0	0
Z7542_253	1	1	1	1
Z7547_1156	1	1	1	1
Z7546_159	1	1	1	1
Z7546_1032	1	1	1	1
Z7546_1007	1	1	1	1
Z7546_929	1	1	1	1
Z7547_469	1	1	1	1
Z7574_728	0	0	0	1
Z7546_369	1	1	1	1
Z7542_956	1	1	1	0
MX1_795	0	0	0	1
Z7547_453	1	1	1	1
Z7574_2249	0	0	0	1
Z7574_1341	1	1	1	1
B748_223	0	0	0	1
Z7542_858	1	1	1	1
MX1_1671	1	1	1	1
Z7574_1375	0	0	0	1
Z7547_213	1	1	1	1
Z7574_25	1	1	1	1
Z7542_522	1	1	1	1
Z7542_2154	1	1	1	1
Z7574_1399	0	0	0	1
Z7547_1560	1	1	1	1
Z7542_509	1	1	1	1
Z7546_1255	1	1	1	1
Z7547_579	1	1	1	1
Z7574_312	1	1	1	1
Z7547_1031	1	1	1	1
Z7546_1204	1	1	1	1
B749_1154	1	1	1	1
Z7542_1342	1	1	1	1
Z7546_1542	1	1	1	1
Z7547_777	1	1	1	1
Z7542_1638	1	0	1	1
S11_610	0	0	0	0
Z7547_709	1	1	1	1
Z7574_1946	1	1	1	1
Z7546_485	1	1	1	1
RH4_1523	1	1	1	0
Z7546_1582	1	1	1	1
Z7547_481	1	1	1	0
Z7574_2200	0	0	0	1
Z7574_1442	1	1	1	1
Z7547_1938	1	1	1	1
Z7574_1055	0	0	0	1
Z7546_2094	1	1	1	1
Z7574_1190	1	1	1	1
Z7574_183	0	0	0	1
Z7542_1685	1	1	1	1
S11_99	1	1	1	1
Z7547_2153	1	1	1	1
Z7546_399	1	1	1	1
Z7542_1393	1	0	1	0
Z7574_2191	0	0	0	1
Z7547_1825	1	1	1	1
Z7542_2183	1	1	1	1
Z7547_866	1	1	1	0
Z7547_392	1	1	1	0
Z7546_335	1	1	1	1
Z7546_1015	1	1	1	0
Z7574_168	1	1	1	1
Z7542_1388	1	1	1	0
Z7574_243	0	0	0	1
Z7546_1908	1	1	1	1
Z7542_233	1	1	1	1
Z7574_330	1	1	1	1
MX1_1511	1	1	1	1
B750_1773	1	1	1	1
Z7547_1243	1	1	1	1
Z7547_1298	1	1	1	1
Z7542_108	1	1	1	0
Z7547_20	1	1	1	1
Z7574_681	0	0	0	1
Z7547_1044	1	1	1	0
Z7542_1324	1	1	1	1

